hostel_name,checkin_date,checkout_date,city,distance,room_type,room_charge,num_reviews,review_total_score
Hostel bedgasm,2022-12-28,2022-12-29,Tokyo,Hostel - 9.5km from city centre,DORMS,₩42189,1314 Total Reviews,9.0
The Millennials Shibuya,2022-12-28,2022-12-29,Tokyo,Hotel - 3.1km from city centre,PRIVATE,e,114 Total Reviews,9.0
The Millennials Shibuya,2022-12-28,2022-12-29,Tokyo,Hotel - 3.1km from city centre,DORMS,₩200400,114 Total Reviews,9.0
Focus Kuramae,2022-12-28,2022-12-29,Tokyo,Hostel - 9km from city centre,PRIVATE,₩145237,73 Total Reviews,8.9
Focus Kuramae,2022-12-28,2022-12-29,Tokyo,Hostel - 9km from city centre,DORMS,₩51347,73 Total Reviews,8.9
hostel DEN,2022-12-28,2022-12-29,Tokyo,Hostel - 7.7km from city centre,PRIVATE,₩172593,371 Total Reviews,8.7
hostel DEN,2022-12-28,2022-12-29,Tokyo,Hostel - 7.7km from city centre,DORMS,₩46025,371 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-28,2022-12-29,Tokyo,Hostel - 9.3km from city centre,PRIVATE,₩166553,18 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-28,2022-12-29,Tokyo,Hostel - 9.3km from city centre,DORMS,₩43148,18 Total Reviews,8.7
Imano Tokyo Hostel,2022-12-28,2022-12-29,Tokyo,Hostel - 1.5km from city centre,PRIVATE,e,1357 Total Reviews,8.5
Imano Tokyo Hostel,2022-12-28,2022-12-29,Tokyo,Hostel - 1.5km from city centre,DORMS,₩45090,1357 Total Reviews,8.5
Obi Hostel,2022-12-28,2022-12-29,Tokyo,Hostel - 8.2km from city centre,PRIVATE,e,287 Total Reviews,8.3
Obi Hostel,2022-12-28,2022-12-29,Tokyo,Hostel - 8.2km from city centre,DORMS,₩53170,287 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-28,2022-12-29,Tokyo,Hotel - 7.2km from city centre,PRIVATE,e,13 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-28,2022-12-29,Tokyo,Hotel - 7.2km from city centre,DORMS,₩54894,13 Total Reviews,8.3
Little Japan,2022-12-28,2022-12-29,Tokyo,Hostel - 8.5km from city centre,PRIVATE,e,67 Total Reviews,8.1
Little Japan,2022-12-28,2022-12-29,Tokyo,Hostel - 8.5km from city centre,DORMS,₩47463,67 Total Reviews,8.1
&AND HOSTEL MINAMISENJU,2022-12-28,2022-12-29,Tokyo,Hostel - 10.7km from city centre,PRIVATE,₩81982,5 Total Reviews,8.0
&AND HOSTEL MINAMISENJU,2022-12-28,2022-12-29,Tokyo,Hostel - 10.7km from city centre,DORMS,₩57052,5 Total Reviews,8.0
Juyoh Hotel,2022-12-28,2022-12-29,Tokyo,Hotel - 10.7km from city centre,PRIVATE,₩34615,124 Total Reviews,7.4
Juyoh Hotel,2022-12-28,2022-12-29,Tokyo,Hotel - 10.7km from city centre,DORMS,e,124 Total Reviews,7.4
Almond hostel & cafe Shibuya,2022-12-28,2022-12-29,Tokyo,Hostel - 2.2km from city centre,PRIVATE,e,254 Total Reviews,7.3
Almond hostel & cafe Shibuya,2022-12-28,2022-12-29,Tokyo,Hostel - 2.2km from city centre,DORMS,₩51586,254 Total Reviews,7.3
Tokyo House Inn,2022-12-28,2022-12-29,Tokyo,Hotel - 1.5km from city centre,PRIVATE,₩19177015,66 Total Reviews,NO
Tokyo House Inn,2022-12-28,2022-12-29,Tokyo,Hotel - 1.5km from city centre,DORMS,₩9588508,66 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-28,2022-12-29,Tokyo,Hostel - 9km from city centre,PRIVATE,₩124699,0 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-28,2022-12-29,Tokyo,Hostel - 9km from city centre,DORMS,e,0 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-28,2022-12-29,Tokyo,Hostel - 4.2km from city centre,PRIVATE,e,12 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-28,2022-12-29,Tokyo,Hostel - 4.2km from city centre,DORMS,₩33560,12 Total Reviews,NO
Quality Hostel K's House Tokyo Oasis,2022-12-28,2022-12-29,Tokyo,Hostel - 9.6km from city centre,PRIVATE,₩145266,1041 Total Reviews,NO
Quality Hostel K's House Tokyo Oasis,2022-12-28,2022-12-29,Tokyo,Hostel - 9.6km from city centre,DORMS,e,1041 Total Reviews,NO
Ryoma Ikebukuro I,2022-12-28,2022-12-29,Tokyo,Hostel - 5.5km from city centre,PRIVATE,₩95885,3 Total Reviews,NO
Ryoma Ikebukuro I,2022-12-28,2022-12-29,Tokyo,Hostel - 5.5km from city centre,DORMS,₩95885,3 Total Reviews,NO
HOTEL ADONIS near Shibuya-Male only Dorm and Group,2022-12-28,2022-12-29,Tokyo,Hostel - 3.6km from city centre,PRIVATE,₩210947,0 Total Reviews,NO
HOTEL ADONIS near Shibuya-Male only Dorm and Group,2022-12-28,2022-12-29,Tokyo,Hostel - 3.6km from city centre,DORMS,₩58011,0 Total Reviews,NO
Time Sharing Stay Asakusa,2022-12-29,2022-12-30,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩124267,2 Total Reviews,10
Time Sharing Stay Asakusa,2022-12-29,2022-12-30,Tokyo,Hostel - 9.8km from city centre,DORMS,₩54367,2 Total Reviews,10
CITAN Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 8.1km from city centre,PRIVATE,₩125130,935 Total Reviews,9.7
CITAN Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 8.1km from city centre,DORMS,₩46600,935 Total Reviews,9.7
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-29,2022-12-30,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩126568,5 Total Reviews,9.6
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-29,2022-12-30,Tokyo,Hostel - 16.6km from city centre,DORMS,₩52737,5 Total Reviews,9.6
Sakura Hotel Jimbocho,2022-12-29,2022-12-30,Tokyo,Hostel - 5.9km from city centre,PRIVATE,₩70418,444 Total Reviews,9.5
Sakura Hotel Jimbocho,2022-12-29,2022-12-30,Tokyo,Hostel - 5.9km from city centre,DORMS,e,444 Total Reviews,9.5
Toco Tokyo Heritage Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 9.1km from city centre,PRIVATE,e,924 Total Reviews,9.5
Toco Tokyo Heritage Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 9.1km from city centre,DORMS,₩46984,924 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-29,2022-12-30,Tokyo,Hostel - 16.6km from city centre,PRIVATE,e,20 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-29,2022-12-30,Tokyo,Hostel - 16.6km from city centre,DORMS,₩46600,20 Total Reviews,9.5
Nui. Hostel & Bar Lounge,2022-12-29,2022-12-30,Tokyo,Hostel - 9.3km from city centre,PRIVATE,e,1678 Total Reviews,9.4
Nui. Hostel & Bar Lounge,2022-12-29,2022-12-30,Tokyo,Hostel - 9.3km from city centre,DORMS,₩49189,1678 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 7.6km from city centre,PRIVATE,e,262 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 7.6km from city centre,DORMS,₩50100,262 Total Reviews,9.4
Sakura Hotel Ikebukuro,2022-12-29,2022-12-30,Tokyo,Hostel - 5.1km from city centre,PRIVATE,₩76248,583 Total Reviews,9.3
Sakura Hotel Ikebukuro,2022-12-29,2022-12-30,Tokyo,Hostel - 5.1km from city centre,DORMS,₩35976,583 Total Reviews,9.3
Grids Tokyo Ueno Hotel & Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 8.4km from city centre,PRIVATE,e,20 Total Reviews,9.1
Grids Tokyo Ueno Hotel & Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 8.4km from city centre,DORMS,₩50100,20 Total Reviews,9.1
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 8.3km from city centre,PRIVATE,e,245 Total Reviews,9.0
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 8.3km from city centre,DORMS,₩55110,245 Total Reviews,9.0
The Millennials Shibuya,2022-12-29,2022-12-30,Tokyo,Hotel - 3.1km from city centre,PRIVATE,e,114 Total Reviews,9.0
The Millennials Shibuya,2022-12-29,2022-12-30,Tokyo,Hotel - 3.1km from city centre,DORMS,₩237795,114 Total Reviews,9.0
Focus Kuramae,2022-12-29,2022-12-30,Tokyo,Hostel - 9km from city centre,PRIVATE,₩153781,73 Total Reviews,8.9
Focus Kuramae,2022-12-29,2022-12-30,Tokyo,Hostel - 9km from city centre,DORMS,₩54367,73 Total Reviews,8.9
hostel DEN,2022-12-29,2022-12-30,Tokyo,Hostel - 7.7km from city centre,PRIVATE,₩172593,371 Total Reviews,8.7
hostel DEN,2022-12-29,2022-12-30,Tokyo,Hostel - 7.7km from city centre,DORMS,₩46025,371 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-29,2022-12-30,Tokyo,Hostel - 9.3km from city centre,PRIVATE,₩208838,18 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-29,2022-12-30,Tokyo,Hostel - 9.3km from city centre,DORMS,₩53504,18 Total Reviews,8.7
Imano Tokyo Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 1.5km from city centre,PRIVATE,e,1357 Total Reviews,8.5
Imano Tokyo Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 1.5km from city centre,DORMS,₩50100,1357 Total Reviews,8.5
Obi Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 8.2km from city centre,PRIVATE,e,287 Total Reviews,8.3
Obi Hostel,2022-12-29,2022-12-30,Tokyo,Hostel - 8.2km from city centre,DORMS,₩53170,287 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-29,2022-12-30,Tokyo,Hotel - 7.2km from city centre,PRIVATE,e,13 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-29,2022-12-30,Tokyo,Hotel - 7.2km from city centre,DORMS,₩74071,13 Total Reviews,8.3
Little Japan,2022-12-29,2022-12-30,Tokyo,Hostel - 8.5km from city centre,PRIVATE,e,67 Total Reviews,8.1
Little Japan,2022-12-29,2022-12-30,Tokyo,Hostel - 8.5km from city centre,DORMS,₩47463,67 Total Reviews,8.1
&AND HOSTEL MINAMISENJU,2022-12-29,2022-12-30,Tokyo,Hostel - 10.7km from city centre,PRIVATE,₩81982,5 Total Reviews,8.0
&AND HOSTEL MINAMISENJU,2022-12-29,2022-12-30,Tokyo,Hostel - 10.7km from city centre,DORMS,₩60408,5 Total Reviews,8.0
Almond hostel & cafe Shibuya,2022-12-29,2022-12-30,Tokyo,Hostel - 2.2km from city centre,PRIVATE,e,254 Total Reviews,7.3
Almond hostel & cafe Shibuya,2022-12-29,2022-12-30,Tokyo,Hostel - 2.2km from city centre,DORMS,₩61175,254 Total Reviews,7.3
Tokyo House Inn,2022-12-29,2022-12-30,Tokyo,Hotel - 1.5km from city centre,PRIVATE,₩19177015,66 Total Reviews,NO
Tokyo House Inn,2022-12-29,2022-12-30,Tokyo,Hotel - 1.5km from city centre,DORMS,₩9588508,66 Total Reviews,NO
Tokyo Guest Nihonbashi,2022-12-29,2022-12-30,Tokyo,Hostel - 7.7km from city centre,PRIVATE,₩153416,6 Total Reviews,NO
Tokyo Guest Nihonbashi,2022-12-29,2022-12-30,Tokyo,Hostel - 7.7km from city centre,DORMS,e,6 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-29,2022-12-30,Tokyo,Hostel - 9km from city centre,PRIVATE,₩132034,0 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-29,2022-12-30,Tokyo,Hostel - 9km from city centre,DORMS,e,0 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-29,2022-12-30,Tokyo,Hostel - 4.2km from city centre,PRIVATE,e,12 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-29,2022-12-30,Tokyo,Hostel - 4.2km from city centre,DORMS,₩33560,12 Total Reviews,NO
Quality Hostel K's House Tokyo Oasis,2022-12-29,2022-12-30,Tokyo,Hostel - 9.6km from city centre,PRIVATE,₩205386,1041 Total Reviews,NO
Quality Hostel K's House Tokyo Oasis,2022-12-29,2022-12-30,Tokyo,Hostel - 9.6km from city centre,DORMS,e,1041 Total Reviews,NO
Ryoma Ikebukuro I,2022-12-29,2022-12-30,Tokyo,Hostel - 5.5km from city centre,PRIVATE,₩95885,3 Total Reviews,NO
Ryoma Ikebukuro I,2022-12-29,2022-12-30,Tokyo,Hostel - 5.5km from city centre,DORMS,₩95885,3 Total Reviews,NO
HOTEL ADONIS near Shibuya-Male only Dorm and Group,2022-12-29,2022-12-30,Tokyo,Hostel - 3.6km from city centre,PRIVATE,₩232042,0 Total Reviews,NO
HOTEL ADONIS near Shibuya-Male only Dorm and Group,2022-12-29,2022-12-30,Tokyo,Hostel - 3.6km from city centre,DORMS,₩63284,0 Total Reviews,NO
Capsule Hotel Anshin Oyado Ogikubo,2022-12-29,2022-12-30,Tokyo,Hostel - 6.6km from city centre,PRIVATE,e,3 Total Reviews,NO
Capsule Hotel Anshin Oyado Ogikubo,2022-12-29,2022-12-30,Tokyo,Hostel - 6.6km from city centre,DORMS,₩81502,3 Total Reviews,NO
Hisayo's Inn,2022-12-29,2022-12-30,Tokyo,Hostel - 15.7km from city centre,PRIVATE,e,9 Total Reviews,NO
Hisayo's Inn,2022-12-29,2022-12-30,Tokyo,Hostel - 15.7km from city centre,DORMS,₩32793,9 Total Reviews,NO
Time Sharing Stay Asakusa,2022-12-30,2022-12-31,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩131171,2 Total Reviews,10
Time Sharing Stay Asakusa,2022-12-30,2022-12-31,Tokyo,Hostel - 9.8km from city centre,DORMS,e,2 Total Reviews,10
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-30,2022-12-31,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩126568,5 Total Reviews,9.6
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-30,2022-12-31,Tokyo,Hostel - 16.6km from city centre,DORMS,₩52737,5 Total Reviews,9.6
Sakura Hotel Jimbocho,2022-12-30,2022-12-31,Tokyo,Hostel - 5.9km from city centre,PRIVATE,₩170867,444 Total Reviews,9.5
Sakura Hotel Jimbocho,2022-12-30,2022-12-31,Tokyo,Hostel - 5.9km from city centre,DORMS,e,444 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-30,2022-12-31,Tokyo,Hostel - 16.6km from city centre,PRIVATE,e,20 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-30,2022-12-31,Tokyo,Hostel - 16.6km from city centre,DORMS,₩46600,20 Total Reviews,9.5
Nui. Hostel & Bar Lounge,2022-12-30,2022-12-31,Tokyo,Hostel - 9.3km from city centre,PRIVATE,e,1678 Total Reviews,9.4
Nui. Hostel & Bar Lounge,2022-12-30,2022-12-31,Tokyo,Hostel - 9.3km from city centre,DORMS,₩50915,1678 Total Reviews,9.4
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-30,2022-12-31,Tokyo,Hostel - 8.3km from city centre,PRIVATE,e,245 Total Reviews,9.0
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-30,2022-12-31,Tokyo,Hostel - 8.3km from city centre,DORMS,₩50100,245 Total Reviews,9.0
The Millennials Shibuya,2022-12-30,2022-12-31,Tokyo,Hotel - 3.1km from city centre,PRIVATE,e,114 Total Reviews,9.0
The Millennials Shibuya,2022-12-30,2022-12-31,Tokyo,Hotel - 3.1km from city centre,DORMS,₩266561,114 Total Reviews,9.0
hostel DEN,2022-12-30,2022-12-31,Tokyo,Hostel - 7.7km from city centre,PRIVATE,e,371 Total Reviews,8.7
hostel DEN,2022-12-30,2022-12-31,Tokyo,Hostel - 7.7km from city centre,DORMS,₩76708,371 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-30,2022-12-31,Tokyo,Hostel - 9.3km from city centre,PRIVATE,₩208838,18 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-30,2022-12-31,Tokyo,Hostel - 9.3km from city centre,DORMS,₩53504,18 Total Reviews,8.7
Imano Tokyo Hostel,2022-12-30,2022-12-31,Tokyo,Hostel - 1.5km from city centre,PRIVATE,e,1357 Total Reviews,8.5
Imano Tokyo Hostel,2022-12-30,2022-12-31,Tokyo,Hostel - 1.5km from city centre,DORMS,₩57615,1357 Total Reviews,8.5
Capsule Hotel Anshin Oyado Akihabara,2022-12-30,2022-12-31,Tokyo,Hotel - 7.2km from city centre,PRIVATE,e,13 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-30,2022-12-31,Tokyo,Hotel - 7.2km from city centre,DORMS,₩74071,13 Total Reviews,8.3
&AND HOSTEL MINAMISENJU,2022-12-30,2022-12-31,Tokyo,Hostel - 10.7km from city centre,PRIVATE,₩81982,5 Total Reviews,8.0
&AND HOSTEL MINAMISENJU,2022-12-30,2022-12-31,Tokyo,Hostel - 10.7km from city centre,DORMS,e,5 Total Reviews,8.0
Almond hostel & cafe Shibuya,2022-12-30,2022-12-31,Tokyo,Hostel - 2.2km from city centre,PRIVATE,e,254 Total Reviews,7.3
Almond hostel & cafe Shibuya,2022-12-30,2022-12-31,Tokyo,Hostel - 2.2km from city centre,DORMS,₩86105,254 Total Reviews,7.3
Tokyo House Inn,2022-12-30,2022-12-31,Tokyo,Hotel - 1.5km from city centre,PRIVATE,₩19177015,66 Total Reviews,NO
Tokyo House Inn,2022-12-30,2022-12-31,Tokyo,Hotel - 1.5km from city centre,DORMS,₩9588508,66 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-30,2022-12-31,Tokyo,Hostel - 9km from city centre,PRIVATE,₩147567,0 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-30,2022-12-31,Tokyo,Hostel - 9km from city centre,DORMS,e,0 Total Reviews,NO
Ryoma Ikebukuro I,2022-12-30,2022-12-31,Tokyo,Hostel - 5.5km from city centre,PRIVATE,₩95885,3 Total Reviews,NO
Ryoma Ikebukuro I,2022-12-30,2022-12-31,Tokyo,Hostel - 5.5km from city centre,DORMS,₩95885,3 Total Reviews,NO
Capsule Hotel Anshin Oyado Ogikubo,2022-12-30,2022-12-31,Tokyo,Hostel - 6.6km from city centre,PRIVATE,e,3 Total Reviews,NO
Capsule Hotel Anshin Oyado Ogikubo,2022-12-30,2022-12-31,Tokyo,Hostel - 6.6km from city centre,DORMS,₩81502,3 Total Reviews,NO
Hotel CEN,2022-12-30,2022-12-31,Tokyo,Hostel - 1.4km from city centre,PRIVATE,₩305874,6 Total Reviews,NO
Hotel CEN,2022-12-30,2022-12-31,Tokyo,Hostel - 1.4km from city centre,DORMS,e,6 Total Reviews,NO
Oak Hotel Edo,2022-12-30,2022-12-31,Tokyo,Hotel - 9.7km from city centre,PRIVATE,₩249301,8 Total Reviews,NO
Oak Hotel Edo,2022-12-30,2022-12-31,Tokyo,Hotel - 9.7km from city centre,DORMS,e,8 Total Reviews,NO
Guesthouse Sensu,2022-12-30,2022-12-31,Tokyo,Hostel - 15.7km from city centre,PRIVATE,e,30 Total Reviews,NO
Guesthouse Sensu,2022-12-30,2022-12-31,Tokyo,Hostel - 15.7km from city centre,DORMS,₩67120,30 Total Reviews,NO
Koenji Junjo Hotel,2022-12-30,2022-12-31,Tokyo,Hotel - 3.9km from city centre,PRIVATE,₩95885,6 Total Reviews,NO
Koenji Junjo Hotel,2022-12-30,2022-12-31,Tokyo,Hotel - 3.9km from city centre,DORMS,e,6 Total Reviews,NO
Asakusa Central Hotel,2022-12-30,2022-12-31,Tokyo,Hotel - 9.6km from city centre,PRIVATE,₩287656,38 Total Reviews,NO
Asakusa Central Hotel,2022-12-30,2022-12-31,Tokyo,Hotel - 9.6km from city centre,DORMS,e,38 Total Reviews,NO
